return_id,order_id,return_date,return_reason,return_amount,refund_method,return_status
RET01043,ORD0011848,31/12/2023,Size Issue,1551,Debit Card,Refunded
RET01044,ORD0011850,15/09/2022,Defective Product,2462.5,Vodafone Cash,Refunded
RET01045,ORD0011853,25/10/2024,Quality Issue,1530.5,Credit Card,Refunded
RET01046,ORD0011860,29/04/2022,Size Issue,793,Vodafone Cash,Refunded
RET01047,ORD0011874,20/06/2022,Defective Product,160,Cash,Refunded
RET01048,ORD0011879,19/04/2022,Size Issue,703,Vodafone Cash,Refunded
RET01049,ORD0011881,15/11/2022,Duplicate Order,199.5,Vodafone Cash,Refunded
RET01050,ORD0011887,01/05/2023,Changed Mind,319.5,Debit Card,Refunded
RET01051,ORD0011890,01/04/2022,Duplicate Order,1573,Cash,Refunded
RET01052,ORD0011907,30/08/2022,Duplicate Order,761,InstaPay,Pending
RET01053,ORD0011946,02/01/2024,Quality Issue,1089,Fawry,Refunded
RET01054,ORD0011969,04/10/2023,Defective Product,234,Vodafone Cash,Refunded
RET01055,ORD0011985,26/10/2024,Size Issue,180,Vodafone Cash,Refunded
RET01056,ORD0011994,15/07/2024,Quality Issue,17246,Credit Card,Refunded
